Series Name,"Country Name","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Population ages 55-59, female","Indonesia","3722256","3753568","3781319","3801594","3803840","3815689","3869786","3965725","4108713","4308376","4541268","4773716","5007997","5243004","5477582","5710089","5939814","6165600","6385533","6599170","6803212","6993241","7187432","7388456","7582241"
"Population ages 55-59, female","Iran, Islamic Rep.","828593","855001","887817","924575","977502","1049480","1126009","1202790","1277966","1337848","1379847","1418608","1461001","1513079","1573634","1638001","1709154","1778964","1835848","1882184","1921074","1965252","2019902","2089914","2178547"
"Population ages 55-59, female","Iraq","272881","280351","286890","295418","306087","317856","325978","335357","355249","378997","396357","408248","412083","405685","399085","398992","407694","440350","493892","544766","593311","639452","673611","699677","727018"
"Population ages 55-59, female","Ireland","87740","93090","98224","102469","106423","109426","111338","113481","115648","117639","119812","122188","124447","126629","129143","132250","135919","139329","142814","146898","150517","153636","157518","161156","163792"
"Population ages 55-59, female","Isle of Man","2240","2337","2457","2564","2652","2750","2808","2790","2743","2700","2661","2654","2694","2752","2821","2909","3002","3075","3156","3245","3298","3308","3300","3298","3292"
"Population ages 55-59, female","Israel","107638","117306","133054","149120","161999","173340","181244","184148","186809","191875","194196","194655","194629","195171","196768","198998","200852","202249","203148","203980","204681","206120","208393","214068","218580"
"Population ages 55-59, female","Italy","1725512","1710380","1743957","1811041","1878101","1930436","1952398","1939383","1915166","1899112","1903200","1928197","1957124","1990886","2031654","2076967","2117153","2166799","2239086","2289760","2341055","2381798","2414101","2437159","2444951"
"Population ages 55-59, female","Jamaica","37903","39202","40204","40826","40815","40835","41557","42657","44251","46812","49851","52928","56506","60571","64640","68614","72278","75188","77464","79481","80972","81715","82281","82603","82366"
"Population ages 55-59, female","Japan","4370492","4341626","4546725","4789987","5045428","5332379","5399857","5188244","4884813","4581358","4342905","4142660","3968874","3851398","3806093","3777600","3755826","3766262","3787836","3815116","3879434","3878450","3904704","4023815","4125469"
"Population ages 55-59, female","Jordan","52046","53371","55119","57373","60078","63163","69303","75852","80177","84694","89659","95286","100257","105296","111484","121459","132630","141642","151233","161102","171052","180944","190458","199809","208233"
"Population ages 55-59, female","Kazakhstan","251965","228869","230850","255271","293682","334578","367259","388397","402109","415342","430686","446831","464885","484932","504389","521549","535735","545133","546072","541725","538265","536238","535703","536677","537071"
"Population ages 55-59, female","Kenya","246546","247516","250016","254993","263002","269611","275254","284378","296314","309839","328618","353700","380846","409379","439482","470977","501052","530319","562345","594031","622633","650918","678575","704449","729898"
"Population ages 55-59, female","Kiribati","1167","1177","1194","1227","1281","1346","1412","1476","1534","1582","1614","1639","1665","1705","1769","1864","1993","2143","2293","2426","2544","2640","2713","2759","2780"
"Population ages 55-59, female","Korea, Dem. People's Rep.","664204","658027","652401","645063","636198","628956","596874","542951","507157","495403","498089","529165","598708","675661","727053","756712","780288","789502","792697","811440","840722","879094","932207","979801","1016782"
"Population ages 55-59, female","Korea, Rep.","1003200","996344","1004079","1035079","1077196","1119430","1153988","1187512","1234764","1293328","1373580","1479130","1594878","1712367","1832874","1946541","2051532","2120028","2152478","2151145","2112978","2058116","2030134","2058056","2112871"
"Population ages 55-59, female","Kosovo","31439","31481","31504","31566","31826","32169","32552","32917","33288","33724","34155","34857","35916","36974","38007","39067","40444","42128","43708","45066","46377","47532","48645","47908","44956"
"Population ages 55-59, female","Kuwait","13796","14737","15698","16646","17569","18644","20018","21660","23597","25837","28253","31629","35739","39864","44238","49077","54373","59848","66232","73389","79606","72111","67447","76548","81600"
"Population ages 55-59, female","Kyrgyz Republic","47806","43338","44261","50079","59236","69139","77081","82372","86424","90442","95227","102017","110860","121204","132220","142940","151914","157980","161587","162568","161305","159273","158113","158635","159530"
"Population ages 55-59, female","Lao PDR","64989","66910","68943","70772","71905","73173","74732","76040","77707","80053","82673","85518","89031","93203","98189","103551","108772","113849","118678","123106","127013","130462","133798","137204","140359"
"Population ages 55-59, female","Latvia","77525","72516","69385","68835","70401","72782","74898","76101","75686","74497","74092","74252","74655","75976","77336","78142","78675","78697","77834","76114","73578","70838","68992","67690","66480"
"Population ages 55-59, female","Lebanon","61397","63066","65179","68328","72700","79221","87794","96627","104758","111973","116857","120080","125233","139266","155879","160999","159266","156922","153772","150094","150142","154435","159353","164188","168107"
"Population ages 55-59, female","Lesotho","25222","25254","25592","26358","27639","28575","28779","28834","28741","28385","28396","28898","29380","29836","30240","30574","30817","30953","30985","30930","30781","30491","30138","29803","29457"
"Population ages 55-59, female","Liberia","37514","38435","39050","38628","38246","39431","41396","43452","45549","47519","49349","51452","53529","55255","56998","58798","60656","62535","64473","66445","68430","70343","72239","74181","76100"
"Population ages 55-59, female","Libya","54442","55949","57668","59728","61930","64367","67106","70209","72533","73443","74011","73027","73083","77120","83713","91539","99392","107661","116414","124330","131800","139806","147919","156531","166884"
"Population ages 55-59, female","Liechtenstein","956","992","1035","1072","1102","1115","1121","1135","1153","1168","1199","1254","1296","1326","1368","1415","1455","1487","1532","1588","1611","1615","1630","1652","1646"
"Population ages 55-59, female","Lithuania","105120","101877","96953","94430","96294","98980","100954","103376","103976","102960","102215","102504","104093","107970","112910","117092","120654","122681","122013","119444","115915","111913","108795","107061","106066"
"Population ages 55-59, female","Luxembourg","11165","11155","11501","11881","12357","12906","13267","13518","13861","14303","14772","15316","15895","16426","16940","17525","18200","18904","19529","20176","20778","21217","21633","22168","22623"
"Population ages 55-59, female","Macao SAR, China","5478","6154","6934","7803","8892","10189","11662","13103","14581","15510","16659","18205","20163","22160","23756","24709","25234","25372","26400","27688","28605","28198","27271","26517","26282"
"Population ages 55-59, female","Madagascar","150634","154617","159309","165378","176390","192174","208975","226066","242794","255767","264990","273909","283085","292462","301991","311604","321085","330261","339148","347945","356936","366560","377639","390749","405832"
"Population ages 55-59, female","Malawi","128540","132274","135399","136683","136858","135624","132675","129805","127665","125927","125798","128041","131447","136263","142679","150537","159520","169390","179780","190145","199994","208941","216957","224231","230626"
"Population ages 55-59, female","Malaysia","303468","315184","332986","355963","382084","408648","434344","458813","481651","502870","523463","544588","565970","586885","607376","627723","648054","668461","688527","706967","723233","737104","749573","762460","776574"
"Population ages 55-59, female","Maldives","2927","2856","2806","2793","2810","2850","2911","2987","3088","3237","3475","3826","4298","4851","5413","5933","6377","6725","6991","7207","7383","7539","7737","8006","8319"
"Population ages 55-59, female","Mali","138256","139325","140264","140713","140514","141531","143792","145800","148179","151464","154282","156340","158128","160103","162655","165558","168991","172934","177338","182271","187858","194191","201543","210100","219684"
"Population ages 55-59, female","Malta","10655","11927","13434","14756","15291","15367","15318","15034","14698","14507","14386","14382","14577","14856","15197","15490","15614","15568","15404","15136","14707","14251","14209","14549","14916"
